"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"2,625","Covid 19 Vaccinations Programme - Consultancy Support to the Finance Workstream","NHS ENGLAND","22/02/2022","3,547,638","22/02/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/aed73529-9e3f-4ec8-abba-8f393a16aae8"
"2,624","Strategic Partner Procurement Work Package 2 and 3","DEFRA NETWORK ETENDERING PORTAL","22/02/2022","750,000","22/02/2022","30/06/2022","KPMG","https://www.contractsfinder.service.gov.uk/Notice/01844f81-16b6-43a5-80ad-de764f8bc547"
"2,626","Covid 19 Vaccinations Programme - Consultancy Support to the Finance Workstream","NHS ENGLAND","22/02/2022","3,423,031","22/02/2022","30/09/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/1b1434f1-5ab0-4f59-ae19-a45bb828b4d6"
"2,618","DBS - API Integration","HOME OFFICE","21/02/2022","500,000","21/02/2022","20/02/2023","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/ed3bef42-70eb-4b2f-868a-06a1d345d295"
"2,619","Strategic Price Review Support 3","O F W A T","21/02/2022","51,836","21/02/2022","31/03/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/329749ef-bdbd-4419-8cf7-5f8b8222dba5"
"2,617","RPA End to End Scheme Review for regulation, grants and standards directorate","DEFRA NETWORK ETENDERING PORTAL","21/02/2022","45,023","23/02/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/cfc66240-08a1-4878-b8eb-20a21474e5af"
"2,620","Analysis of responses for Defra&apos;s Consultation on proposals to ban commonly littered single-use plastic items in England and Call for Evidence on Commonly Littered and Problematic Plastic Items","DEFRA NETWORK ETENDERING PORTAL","21/02/2022","20,000","10/02/2022","11/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/6ccac171-a481-4d4f-9808-37807f6bfc3a"
"2,621","Space Research Consultancy","BUSINESS ENERGY AND INDUSTRIAL STRATEGY","21/02/2022","99,360","22/02/2022","31/03/2022","PRICEWATERHOUSECOOPERS","https://www.contractsfinder.service.gov.uk/Notice/de92468b-b0ee-4e7a-b363-8aa5d4c567c2"
"2,614","Transition Partner Services","RESTORATION AND RENEWAL DELIVERY AUTHORITY LTD","20/02/2022","7,900,000","21/04/2022","20/04/2024","CAPGEMINI UK PLC","https://www.contractsfinder.service.gov.uk/Notice/ed7c4bdd-5541-4773-85f8-20c4f2666303"
"2,615","Additional Service Operations Modernisation Analysis Support","NATIONAL HIGHWAYS LIMITED","20/02/2022","98,750","21/02/2022","20/08/2022","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/9d12dff3-6e17-46ca-b86a-61c323a92151"
"2,616","Shotley Bridge","NHS PROPERTY SERVICES LIMITED","20/02/2022","53,750","08/03/2022","30/04/2022","ATOS IT SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/e9a52096-feed-4964-a07f-01e217075eb2"
"2,613","User Research Call Off","DEPARTMENT FOR WORK AND PENSIONS","20/02/2022","2,820,000","21/02/2022","20/02/2024","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/0341e64b-5913-4b16-8e83-57cda401ef5a"
"4,629","£124,144,297","DEPARTMENT FOR WORK AND PENSIONS","18/02/2022","","","","ATOS IT SERVICES UK LIMITED","https://www.find-tender.service.gov.uk/Notice/004733-2022"
"2,611","Local Plan Update Highway Junction Studies",".EAST RIDING OF YORKSHIRE COUNCIL","18/02/2022","60,000","23/02/2022","31/12/2022","CAPITA (REAL ESTATE AND INFRASTRUCTURE) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/7756c00d-ec70-4431-bb32-45396bf7484a"
"2,607","Quantifying the impact of water habits and behaviours","DEFRA NETWORK ETENDERING PORTAL","18/02/2022","55,500","23/02/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/a6f7df0b-6b84-4c8f-b5cf-87eba1f1cd90"
"2,610","CLIMATE CHANGE ADAPTATION REPORT","DEFRA NETWORK ETENDERING PORTAL","18/02/2022","80,000","18/02/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/348d6668-112a-4f09-aa75-89452d279ce5"
"2,612","Evidence assessments to support Defra water policies","DEFRA NETWORK ETENDERING PORTAL","18/02/2022","39,925","23/02/2022","29/04/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/cd0cd161-9ba3-4ad1-a505-40145c625843"
"2,608","Evidence assessments to support defra water quality","DEFRA NETWORK ETENDERING PORTAL","18/02/2022","77,087","23/02/2022","29/04/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/23f9c42c-217f-4c57-9d23-259fe25eb256"
"2,606","Consultancy - Data Management/Data Warehousing","NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST","18/02/2022","38,000","21/02/2022","25/03/2022","ATOS IT SERVICES UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/9228f79b-b933-4e08-b142-8c71f9085337"
"2,609","NIBSC Market Portfolio and Gap Analysis","MEDICINES AND HEALTHCARE PRODUCTS REGULATORY AGENCY (MHRA)","18/02/2022","99,840","14/02/2022","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/78619501-275f-4a29-993c-0cd1609462a4"
"2,605","Tees Valley Collaborative Skills Development Partnership - Skills for Growth Project. Strategic and Workforce Development & Delivery of Masterclasses, Coaching and Mentoring Support for Small to Medium Sized Employers in Tees Valley","TEES VALLEY COMBINED AUTHORITY","17/02/2022","300,000","18/02/2022","01/06/2023","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/454e128f-0efc-4726-8498-046e5b291cc8"
"2,604","UKRI-2018 Loans Fair Value Model NAO risk project","UK RESEARCH & INNOVATION","17/02/2022","50,000","01/03/2022","01/03/2023","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/75966d04-f359-4075-9ecd-3b3d7cd1dc95"
"3,704","No matching tender, likely a direct award","DEPARTMENT OF FINANCE","17/02/2022","2,399,937","","","CAPITA BUSINESS SERVICES LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=FEB388958"
"5,073","The Provision of spares for the Grob Viking TMk1 Glider Aircraft","MOD DE&S","16/02/2022","","","","SERCO LIMITED","https://www.find-tender.service.gov.uk/Notice/004440-2022"
"4,235","DoF - Drupal Professional Services","DEPARTMENT OF FINANCE","16/02/2022","","","","CAPITA BUSINESS SERVICES LTD","https://www.find-tender.service.gov.uk/Notice/004421-2022"
