"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"5,284","No matching tender, likely a direct award","WELLAND PROCUREMENT","25/08/2022","","01/04/2018","31/03/2023","ERNST & YOUNG LLP","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=b7cfbf8c-ad23-ed11-8117-005056b64545"
"3,122","Training needs analysis of NHS staff involved in the use and delivery of Advanced Therapy Medicinal Products (ATMPs)","CELL AND GENE THERAPY CATAPULT","25/08/2022","60,000","01/09/2022","16/12/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/b9d4bad1-98e9-40d4-aac0-be0550160fe8"
"3,121","CA10623 - RNCM Taxation Services (UKUPC Financial Services Lot 3)","ROYAL NORTHERN COLLEGE OF MUSIC","24/08/2022","80,000","01/09/2022","31/08/2025","KPMG","https://www.contractsfinder.service.gov.uk/Notice/2e23985f-fd9e-4145-887b-cf25c30e1a48"
"3,120","Independent Innovation Advisory Support Services","HS2","23/08/2022","3,000,000","01/09/2022","31/08/2025","PA CONSULTING SERVICES LTD","https://www.contractsfinder.service.gov.uk/Notice/6855d021-7012-4d57-b337-28149046c2ae"
"3,119","Cyber Security Risk Management Review - Contract Variation 1","CABINET OFFICE","23/08/2022","13,200","12/09/2022","26/09/2022","PWC (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/1cd3ed6a-0ceb-4141-8930-f63ed7a98949"
"4,604","No matching tender, likely a direct award","PLYMOUTH CITY COUNCIL","22/08/2022","","22/08/2022","07/10/2022","KPMG LLP","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=7ab8c051-0f22-ed11-8117-005056b64545"
"3,117","Programme Strategy Support","DEFENCE DIGITAL","22/08/2022","312,278","22/08/2022","31/12/2022","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/ae511fed-c7c0-4481-aba7-8bf19dcc0bbb"
"3,118","Review of Legacy OPG Operational Working Processes","MINISTRY OF JUSTICE","22/08/2022","80,000","22/08/2022","20/09/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/66916c89-abf7-486f-ad84-36a9b0700172"
"4,602","No matching tender, likely a direct award","THE SCOTTISH CRANNOG CENTRE TRUST","22/08/2022","61,000","","","CAPITA (REAL ESTATE & INFRASTRUCTURE) LIMITED","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=AUG456933"
"3,116","Specialist Support Services 2022/23","HOME OFFICE","20/08/2022","9,579,560","20/08/2022","19/05/2023","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/3c9c4c03-16e0-42ad-bdb0-e92e3bff18ae"
