"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"2,823","Call Off Order RM6002.2 CDAO Recruitment Capita","NHS ENGLAND AND NHS IMPROVEMENT","08/04/2022","150,000","21/01/2022","12/11/2022","CAPITA RESOURCING LTD","https://www.contractsfinder.service.gov.uk/Notice/44604b08-57f8-40f5-a239-d581f12d8402"
"2,824","Evolve Delivery Partner","MINISTRY OF JUSTICE","08/04/2022","15,500,000","23/05/2022","23/05/2024","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/816696fb-08e0-474d-a429-42ea175f1967"
"3,780","No matching tender, likely a direct award","SCOTTISH GOVERNMENT","08/04/2022","20,000","","","DELOITTE LLP","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=APR445646"
"4,065","No matching tender, likely a direct award","CUMBRIA COUNTY COUNCIL","07/04/2022","","04/04/2022","30/06/2022","CAPITA PROPERTY & INFRASTRUCTURE LIMITED","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=267e58ca-2f88-ec11-8110-005056b64545"
"4,066","No matching tender, likely a direct award","CORNWALL COUNCIL","07/04/2022","","06/04/2022","30/09/2022","PRICEWATERHOUSE COOPERS","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=c5e076e2-b8b5-ec11-8113-005056b64545"
"2,819","Capability Futures and Coordination Hub Review Phase 3","HOME OFFICE","07/04/2022","384,302","22/11/2021","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/bf3c2fa2-11c7-45b4-8db3-4b9ff683523c"
"2,816","Capability Governance Design Phase 2","HOME OFFICE","07/04/2022","239,638","13/12/2021","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/9261b3c7-c701-418a-8a75-4856fdfec217"
"2,813","Adult social care consultancy","BUCKINGHAMSHIRE COUNCIL","07/04/2022","436,395","08/04/2022","30/09/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/bfaebb5f-4680-4102-899e-4b8fc87eb5f5"
"2,814","Specialist consultancy services","UNIVERSITY OF NOTTINGHAM (THE)","07/04/2022","102,000","07/04/2022","07/04/2022","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/1dfa053a-ba5f-4ea7-a7a0-069f89a71005"
"2,815","TRACER Geospatial Proposition - Design Phase","HOME OFFICE","07/04/2022","390,000","22/11/2021","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/c4180f2c-e986-42ee-9506-1216dddeeade"
"2,817","Capability Futures and Coordination Hub Review Phase Two","HOME OFFICE","07/04/2022","186,000","23/08/2021","19/11/2021","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/cd2c27b6-c95a-422c-9e15-c87bde894d18"
"2,818","Capability System Modelling Development Project","HOME OFFICE","07/04/2022","550,000","01/11/2021","31/03/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/ea21c6d3-c319-4d1c-85bf-0ae6a422af6e"
"4,068","No matching tender, likely a direct award","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","07/04/2022","63,680","","","PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR394282"
"4,064","No matching tender, likely a direct award","LEEDS CITY COUNCIL","07/04/2022","","","","DELOITTE LLP (MAIN ACCOUNT)","https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=44642&PP=ctm/Supplier/PublicTenders&B=UK&PS=2"
"4,521","Payroll and Tax Consultation services for the British Embassy Copenhagen","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","06/04/2022","","","","PRICEWATERHOUSECOOPERS STATSAUTORISERET REVISIONSPARTNERSELSKAB","https://www.find-tender.service.gov.uk/Notice/009197-2022"
"2,812","Provision of Professional advisory support for HM Treasury Thematic Review","CROWN COMMERCIAL SERVICE","06/04/2022","444,900","13/04/2022","12/04/2023","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/8f4d0c3a-d373-416a-b55a-02d35e7e7718"
"2,809","PRO_5411 UKHSA Wide Change","UK HEALTH SECURITY AGENCY","06/04/2022","218,126","01/04/2022","30/06/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/be56ec49-fce5-4040-bc02-81a3b608dc9b"
"2,810","DHSC:ASC: Supply of Delivery Model for Care Certificates","DHSC","06/04/2022","480,000","06/04/2022","01/06/2022","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/81f04aa0-6625-4095-8964-fb42eb66c86f"
"2,808","Provision of audit services","NEWCASTLE UNIVERSITY","06/04/2022","32,750","07/04/2022","12/04/2022","ERNST AND YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/a3b75045-8445-428c-bef6-66a32a69cb7f"
"2,811","Award Notice for ERP Support Managed Service Contract (CCS Technology Services 3 Framework Agreement)","HS2","06/04/2022","5,592,195","01/06/2022","31/05/2025","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/4736a8af-c88c-4dd1-8358-ad7bc2593d4a"
