"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"2,945","Digital Integration and Service Operations","NS&I","31/05/2022","34,216,262","31/05/2022","31/05/2028","IBM UNITED KINGDOM LTD","https://www.contractsfinder.service.gov.uk/Notice/303751e4-6353-4389-ac6a-e2240156c116"
"4,520","No matching tender, likely a direct award","LONDON BOROUGH OF HACKNEY","30/05/2022","","01/04/2022","31/03/2023","CAPITA","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=0b760917-2ae0-ec11-8115-005056b64545"
"2,942","Lot 5 Commercial Apprenticeship training services delivered national","CABINET OFFICE","30/05/2022","492,480","06/06/2022","05/06/2024","CAPITA PLC","https://www.contractsfinder.service.gov.uk/Notice/cfcc6a7d-1bfc-4c0d-87af-9dfbc5f4fade"
"2,940","Project Management and Design Services for Druids Heath Regeneration Levelling Up Bid","BIRMINGHAM CITY COUNCIL","30/05/2022","142,500","31/05/2022","31/07/2022","CAPITA (REAL ESTATE & INFRASTRUCTURE) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/b6fe934a-6dfa-4db9-bee6-d0e881155d7a"
"2,937","COM/7535/2022 - Security Guarding Services for El Salvador","FOREIGN COMMONWEALTH AND DEVELOPMENT OFFICE","30/05/2022","115,409","01/04/2022","31/03/2025","G4S SECURE SOLUTIONS EL SALVADOR, S.A. DE C.V.","https://www.contractsfinder.service.gov.uk/Notice/80320a83-543d-46dd-b52e-627ca94411bd"
"2,938","Power Platform Delivery Partner","BUSINESS ENERGY AND INDUSTRIAL STRATEGY","30/05/2022","3,000,000","19/05/2022","18/05/2024","FUJITSU SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/6969e62a-7c90-42fc-bb75-5414c4fe46ec"
"2,939","Core Business Transformation Programme - Organisational Change Products, Advice and Services","LEEDS CITY COUNCIL","30/05/2022","450,000","06/06/2022","06/12/2022","ERNST & YOUNG LLP (UK)","https://www.contractsfinder.service.gov.uk/Notice/8c90342e-6eda-41db-9400-b0b2672fb43c"
"2,941","Implementation of the fees strategy - economic and financial support","DVSA - DRIVER AND VEHICLE STANDARDS AGENCY","30/05/2022","225,000","30/05/2022","22/08/2022","PA CONSULTING LTD","https://www.contractsfinder.service.gov.uk/Notice/997645fd-6d4f-4df2-8961-d764e8603d0e"
"4,519","No matching tender, likely a direct award","LEEDS CITY COUNCIL","30/05/2022","","","","ERNST & YOUNG LLP","https://uk.eu-supply.com/app/rfq/rwlentrance_s.asp?PID=45341&PP=ctm/Supplier/PublicTenders&B=UK&PS=2"
"4,338","No matching tender, likely a direct award","LANCASTER CITY COUNCIL","27/05/2022","","06/05/2022","31/10/2022","CAPITA BUSINESS SERVICES LTD - CAPITA PLANNING","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=3213eba3-c5dd-ec11-8114-005056b64545"
"4,339","No matching tender, likely a direct award","LANCASTER CITY COUNCIL","27/05/2022","","27/05/2022","31/10/2022","CAPITA BUSINESS SERVICES LTD - CAPITA PLANNING","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=7d8c81f2-c4dd-ec11-8114-005056b64545"
"2,936","PQ0350 - Provision of category management training, Procurement toolkit and operating model review - AWARD","BIRMINGHAM CITY COUNCIL","27/05/2022","138,500","01/06/2022","31/05/2023","KPMG","https://www.contractsfinder.service.gov.uk/Notice/d9b7eb6f-c271-499f-864d-1193b30298c9"
"2,932","ENHT - Chat Bot","EAST AND NORTH HERFORDSHIRE NHS TRUST","27/05/2022","60,000","01/06/2022","30/06/2022","IBM UNITED KINGDOM LIMITED","https://www.contractsfinder.service.gov.uk/Notice/9bef83d3-ad53-49f0-a268-e8658a94f8ff"
