"incremental_id","tender_title","buyer","award_date","award_value","contract_start","contract_end","supplier","source_url"
"2,889","Managed Payroll","THE NATIONAL ARCHIVES","05/05/2022","120,000","01/08/2022","31/07/2024","CGI IT UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/40c97065-85ef-41a7-afbb-e2230400f032"
"2,890","Procurement for Border to Coast Pensions Partnership Ltd External Audit Services","BORDER TO COAST PENSIONS PARTNERSHIP LTD","05/05/2022","6,963,810","24/08/2022","23/08/2026","KPMG LLP","https://www.contractsfinder.service.gov.uk/Notice/d7aa5e72-50a4-4703-bcd1-89843071de9e"
"4,084","No matching tender, likely a direct award","SCOTTISH GOVERNMENT","05/05/2022","6,762,248","","","IBM UNITED KINGDOM LIMITED","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=MAY447663"
"3,886","No matching tender, likely a direct award","DEFRA NETWORK ETENDERING PORTAL","04/05/2022","126,000,000","","","PRICEWATERHOUSECOOPERS LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY396636"
"3,885","No matching tender, likely a direct award","MINISTRY OF DEFENCE","04/05/2022","5,712,173","","","G4S SECURE SOLUTIONS (UK) LTD","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=MAY396637"
"4,431","Provision Security Infrastructure Improvement Programme-Kineton & Beith - Mobile Security Equipment Pilot","MINISTRY OF DEFENCE","03/05/2022","","","","G4S SECURE SOLUTIONS (UK) LTD","https://www.find-tender.service.gov.uk/Notice/011405-2022"
"4,432","Provision of a Fund Manager for the Biodiverse Landscape Fund","DEFRA NETWORK ETENDERING PORTAL","03/05/2022","","","","PRICEWATERHOUSECOOPERS LLP","https://www.find-tender.service.gov.uk/Notice/011404-2022"
"2,886","EWR IT Strategy Support","EAST WEST RAILWAY COMPANY LIMITED","03/05/2022","100,000","03/05/2022","10/06/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/5e090918-6eab-4455-b569-0bc0a452045f"
"2,885","ACC2021674 - Quantum Computing to increase operational tempo","DEFENCE SCIENCE AND TECHNOLOGY LABORATORY","03/05/2022","140,469","03/05/2022","15/08/2022","PA CONSULTING","https://www.contractsfinder.service.gov.uk/Notice/2256c4b5-a4df-4d4a-b310-e226e514173b"
"2,883","con_13900: Financial Expertise During Stage 2","DEPARTMENT FOR EDUCATION","03/05/2022","73,478","03/05/2022","31/10/2022","PRICEWATERHOUSECOOPERS LLP","https://www.contractsfinder.service.gov.uk/Notice/d0582f87-5cce-4a05-921c-750e92b6aeec"
"2,884","PTTP Interim Hardware 2022 Order Form Lot 1+2 ATOS Contract","MINISTRY OF JUSTICE","03/05/2022","6,937,220","24/06/2022","31/03/2023","ATOS IT UK","https://www.contractsfinder.service.gov.uk/Notice/ac9283c9-96c4-44b4-82b2-e86ebf60225b"
"2,887","Defence Support Chain Operations & Movements (DSCOM) Transformation Programme Year 4 - Award Notice","MINISTRY OF DEFENCE","03/05/2022","1,800,000","11/05/2022","31/03/2023","PA CONSULTING SERVICES LIMITED","https://www.contractsfinder.service.gov.uk/Notice/3aa98777-716a-4693-a14c-a74c3ecb35c4"
"2,879","IPT - External Data Reviewers Team","HOME OFFICE","02/05/2022","800,000","02/05/2022","02/11/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/861f47e2-7d95-4c4c-925a-47755bc68445"
"2,878","IPT - External Data Reviewers Team","HOME OFFICE","02/05/2022","800,000","02/05/2022","02/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/dadda0e3-327b-4c09-ae09-9a79f5c530af"
"2,882","Financial Wellbeing Barometer","MONEY AND PENSIONS SERVICE","02/05/2022","166,125","26/05/2022","30/11/2022","ERNST & YOUNG LLP","https://www.contractsfinder.service.gov.uk/Notice/2ad51cbf-5010-412a-a4bd-e725e89e7c76"
"2,880","IPT - External Data Reviewers Team","HOME OFFICE","02/05/2022","800,000","02/05/2022","02/11/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/c9086be1-bec8-4357-8a45-b74eea8823d6"
"2,881","IPT - External Data Reviewers Team","HOME OFFICE","02/05/2022","800,000","02/05/2022","02/08/2022","DELOITTE LLP","https://www.contractsfinder.service.gov.uk/Notice/795bb0cc-cb51-4487-bc6d-2c5a3ca78de3"
"2,877","EA One - Programme Management  Support Services","EDUCATION AUTHORITY","01/05/2022","4,743,384","05/05/2022","31/03/2024","DELOITTE","https://www.contractsfinder.service.gov.uk/Notice/99b8997a-ffc2-4f7d-988f-192cf7f1d26b"
"3,973","No matching tender, likely a direct award","ROYAL BOROUGH OF GREENWICH","30/04/2022","","01/04/2019","31/03/2022","KPMG LLP","https://procontract.due-north.com/ContractsRegister/ViewContractDetails?contractId=ea2bb8f4-94c7-ec11-8113-005056b64545"
"3,974","No matching tender, likely a direct award","LOCAL PENSIONS PARTNERSHIP INVESTMENTS LTD","30/04/2022","450,000","","","DELOITTE LLP","https://www.sell2wales.gov.wales/search/show/search_view.aspx?ID=APR396440"
"4,433","Internal Audit","LOCAL PENSIONS PARTNERSHIP INVESTMENTS LTD","29/04/2022","","","","DELOITTE LLP","https://www.find-tender.service.gov.uk/Notice/011252-2022"
"2,876","Discovery Work for Case Management System (CMS)","SERIOUS FRAUD OFFICE","29/04/2022","157,932","13/06/2022","12/10/2022","CGI IT UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/f0e3ae81-7871-40a5-a6c9-8b13cd15cab4"
"2,875","Enhanced People Data Capability","DVSA - DRIVER AND VEHICLE STANDARDS AGENCY","29/04/2022","90,000","23/05/2022","01/08/2022","PWC","https://www.contractsfinder.service.gov.uk/Notice/ae3b982f-0863-4845-843b-04e1860cc7ca"
"2,872","Cash Collection and Valuables in Transit Service","LIVERPOOL CITY COUNCIL","28/04/2022","512,000","29/04/2022","28/04/2025","G4S CASH SOLUTIONS (UK) LIMITED","https://www.contractsfinder.service.gov.uk/Notice/e65af6cc-3409-4c10-91be-8436c09e924d"
"2,873","PIP IT Managed Service ecm_10105","DEPARTMENT FOR WORK AND PENSIONS","28/04/2022","31,028,545","19/05/2022","18/05/2029","ATOS IT SERVICES UK LIMITED","https://www.contractsfinder.service.gov.uk/Notice/66dd14a3-0f7d-45ef-9b9e-28ed43d322c5"
"2,871","NHS Digital Staff Passports_Service Design and Adoption Support","NHS ENGLAND","28/04/2022","354,500","04/04/2022","30/09/2022","PWC LLP","https://www.contractsfinder.service.gov.uk/Notice/3f964cde-ef78-4192-a83c-783c7c3fb5a4"
"2,874","Youth Investment Fund Post Event Assurance","DEPARTMENT FOR DIGITAL, CULTURE, MEDIA & SPORT","28/04/2022","38,426","01/05/2022","31/07/2022","ERNST & YOUNG","https://www.contractsfinder.service.gov.uk/Notice/a769cfd4-9ae6-47ce-84c4-120503f4e244"
"4,111","No matching tender, likely a direct award","CALMAC FERRIES LIMITED","28/04/2022","118,800","","","BAINES SIMMONS LIMITED","https://www.publiccontractsscotland.gov.uk/search/show/search_view.aspx?ID=APR446996"
